p_id,item_id,price,category_l1_id,category_l1,category_l2_id,category_l2,category_l3_id,category_l3,category_id,category,description,brand,manufacturer,creation_timestamp,is_deleted,created_date,updated_date,sync_status_id,last_sync_date,sync_error_message,image_url,gender_target,age_group,item_type,gp,weight,color,size,origin,volume,material,sale_status,description_new
56096,0007010000854,49000.0000,1,Babycare,35,"Bình sữa, phụ kiện",7050,Núm ty,7053,Núm ty Wesser,Không xác định,Wesser,Không xác định,1433589818,False,2015-06-06 11:23:38.390,2025-08-18 09:59:19.847000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,0.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Núm ty cổ thường Wesser size L         Chất liệu: Silicone mềm dẻo         Đối tượng sử dụng: Bé từ 0 tháng tuổi         Thương hiệu: Wesser         Xuất xứ: Việt Nam         Thích hợp cho: Các bé từ 6 tháng tuổi trở lên                     Núm ty cổ thường Wesser size L là núm vú dành cho bé từ 0 tháng tuổi của thương hiệu Wesser. Được làm từ silicone mềm dẻo, sản phẩm hoàn toàn an toàn và đã được kiểm định.                     Núm vú silicone mềm dẻo - An toàn và nhẹ nhàng cho bé           Núm ti Wesser được làm từ silicone mềm dẻo, đây là loại sản phẩm công nghệ cao, được duyệt bởi cơ quan quản lý thực phẩm và dược phẩm, tuyệt đối an toàn cho bé.            Nhiều size phù hợp - Đáp ứng nhu cầu của từng độ tuổi bé           Wesser cung cấp nhiều size núm ti khác nhau, giúp các bậc phụ huynh dễ dàng lựa chọn cho từng giai đoạn phát triển của bé.               Hướng dẫn chọn size               Size S: Dành cho bé 0-3 tháng tuổi.         Size M: Dành cho bé 3-6 tháng tuổi.         Size L: Dành cho bé 6-12 tháng tuổi.                     Hướng dẫn sử dụng               Trước khi sử dụng, hãy rửa sạch núm ty với nước sạch.         Có thể đun sôi núm ty để tiệt trùng trong 3-5 phút.         Để bé sử dụng núm ti trong tình trạng sạch sẽ và an toàn.                     Hướng dẫn bảo quản               Để núm ti ở nơi khô ráo thoáng mát.         Tránh ánh nắng trực tiếp và nơi có nhiệt độ cao.                     Lưu ý               Núm ti nên được thay thế định kỳ để đảm bảo vệ sinh.         Không sử dụng núm ti khi có dấu hiệu hư hỏng.                     Thành phần               Silicone mềm dẻo"
68228,0006040000099,49000.0000,1,Babycare,62,Đồ dùng ăn uống,71,Bình tập uống,5936,Bình tập uống ngừng bán,Không xác định,Nanny,Không xác định,1485258595,False,2017-01-24 11:49:55.057,2025-09-27 00:05:36.233000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,"Ly, cốc uống nước",15533.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Bỉm tã quần Moony size L 44 miếng         Loại sản phẩm: tã quần         Đối tượng sử dụng: bé 9-14kg         Thương hiệu: Moony         Nguồn gốc: đến từ Nhật Bản         Điểm nổi bật: Siêu thấm hút, mềm mại, bảo vệ làn da của bé                        Bỉm tã quần Moony size L 44 miếng là tã quần dành cho bé 9-14kg của thương hiệu Moony đến từ Nhật Bản. Siêu thấm hút, mềm mại, bảo vệ làn da của bé.                        Bỉm tã quần Moony size L + Chất liệu siêu thấm hút + Bảo vệ vùng da nhạy cảm của bé            Bỉm tã quần Moony được thiết kế với chất liệu siêu thấm hút, giúp giữ cho bé luôn khô thoáng và thoải mái. Điều này giúp giảm thiểu nguy cơ hăm tã, bảo vệ làn da nhạy cảm của bé.            Bỉm tã quần Moony size L + Thiết kế thông minh + Dễ sử dụng và thoải mái cho bé            Với thiết kế thông minh, bỉm tã quần Moony rất dễ dàng để mặc vào và tháo ra, mang đến sự tiện lợi cho cả mẹ và bé. Đặc biệt, sản phẩm còn giúp bé di chuyển thoải mái mà không bị cản trở.               Hướng dẫn chọn size      Để chọn size phù hợp, bạn nên căn cứ vào cân nặng của bé. Với bé có cân nặng từ 9-14kg, size L là lựa chọn lý tưởng.               Hướng dẫn sử dụng               Đặt bé nằm xuống và nâng chân bé lên.         Cho bỉm tã quần Moony vào vị trí dưới mông bé.         Kéo bỉm lên hai bên hông bé cho đến khi vừa khít.         Kiểm tra xem bỉm có vừa khít và không bị chảy tràn.                     Hướng dẫn bảo quản               Bảo quản bỉm tã ở nơi khô ráo, thoáng mát.         Tránh ánh nắng mặt trời chiếu trực tiếp vào sản phẩm.         Đậy kín bao bì sau khi sử dụng để tránh bụi bẩn.                     Lưu ý               Không sử dụng bỉm tã khi sản phẩm có dấu hiệu hư hỏng.         Thay bỉm cho bé thường xuyên để tránh tình trạng hăm da.                     Thành phần               Polymer hút ẩm         Vải không dệt         Bột giấy         Chất liệu màng co         Chất chống hăm         Chất chống dị ứng         Chất tạo màu thực phẩm"
68449,0024160130011,49000.0000,3292,Thời trang,3958,Cơ cấu hàng cũ,7007,"Thời trang bé trai, bé gái cũ",6992,Áo bé gái,Không xác định,Con Cưng,Không xác định,1487666260,False,2017-02-21 08:37:40.867,2025-09-27 00:05:36.233000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,10584.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,Không xác định
95447,3326004610001,49000.0000,3292,Thời trang,3958,Cơ cấu hàng cũ,7007,"Thời trang bé trai, bé gái cũ",6992,Áo bé gái cũ,Không xác định,CF (ConCung Fashion),Không xác định,1598269037,False,2020-08-24 11:37:17.433,2025-08-18 09:59:19.847000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Bé Gái,9M-24M,Áo,5537.0000,,Hồng,6-9M,Không xác định,Không xác định,Không xác định,0,Không xác định
68522,0009250000229,199000.0000,351,Đồ chơi & Sách,2031,1Y+,2159,Học tập và phát triển tư duy,2346,Lắp ráp/Xếp hình,"Bộ lắp ráp Cảnh sát phòng chống tội phạm - Trực thăng truy băt 7009 (Banbao) là người bạn cùng vui chơi mỗi ngày với bé thông qua việc lắp ráp và sử dụng sản phẩm. Bộ sản phẩm không chỉ là món đồ chơi giải trí cho bé mà còn giúp cho bé phát triển óc sáng tạo, tăng khả năng vận động và phát triển thị giác của bé trong quá trình lắp ráp. ĐẶC ĐIỂM SẢN PHẨM Chất liệu an toàn Sản phẩm được làm từ chất liệu nhựa cao cấp với chất lượng được kiểm nghiệm theo tiêu chuẩn an toàn đồ chơi cho trẻ EN-71 của châu Âu, tuyệt đối an toàn, không nguy hiểm đến sức khỏe của trẻ, sản phẩm chống trầy xước, hạn chế nứt vỡ và bền đẹp. Thiết kế sinh động Với thiết kế đa dạng, sinh động phù hợp với nhiều lứa tuổi khác nhau, từ những bộ đơn giản cho trẻ nhỏ 4 tuổi cho đến các bộ phức tạp đòi hỏi tính kiên nhẫn, khả năng quan sát cao của trẻ trên 7 tuổi. Bé có thể lắp ráp thành mô hình xe cảnh sát đang rượt đuổi tội phạm và nhập vai vào một anh chàng cảnh sát đang làm nhiệm vụ bảo vệ sự an bình của thành phố. Phát triển tư duy, hình thành nhận thức cho trẻ Giúp trẻ rèn luyện khả năng tư duy, nuôi dưỡng trí tưởng tượng và sáng tạo, ước mơ của trẻ thông qua việc lắp ráp các mảnh ghép thành 1 khối hoàn chỉnh, thành một bức tranh mô tả cảnh quan, hoạt động cũng như các đồ vật quen thuộc trong cuộc sống thường ngày. THÔNG TIN SẢN PHẨM Tên sản phẩm: Bộ lắp ráp Cảnh sát phòng chống tội phạm - Trực thăng truy băt 7009 (Banbao) Thương hiệu: Banbao Chất liệu: Nhựa cao cấp không chứa BPA Chức năng: lắp ráp",Banbao,Không xác định,1488071328,False,2017-02-26 01:08:48.463,2025-09-27 00:05:36.233000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,0.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Bộ lắp ráp Cảnh sát phòng chống tội phạm - Trực thăng truy băt 7009         Thương hiệu: Banbao         Chất liệu: Nhựa cao cấp không chứa BPA         Chức năng: lắp ráp                     Bộ lắp ráp Cảnh sát phòng chống tội phạm - Trực thăng truy băt 7009 là bộ lắp ráp dành cho trẻ em của thương hiệu Banbao. Với thiết kế sinh động và chất liệu an toàn, sản phẩm không chỉ mang lại niềm vui trong việc lắp ráp mà còn góp phần phát triển khả năng sáng tạo và tư duy cho trẻ.                           Chất liệu an toàn giúp bảo vệ sức khỏe trẻ em           Sản phẩm được làm từ nhựa cao cấp với chất lượng đã được kiểm nghiệm theo tiêu chuẩn an toàn đồ chơi cho trẻ EN-71 của châu Âu, đảm bảo an toàn cho sức khỏe của trẻ. Sản phẩm còn chống trầy xước, hạn chế nứt vỡ và có độ bền cao.            Thiết kế sinh động thu hút trẻ em           Với thiết kế đa dạng, sản phẩm phù hợp với nhiều độ tuổi khác nhau. Trẻ nhỏ từ 4 tuổi có thể lắp ráp những bộ đơn giản, trong khi trẻ trên 7 tuổi có thể thử sức với những bộ phức tạp, giúp bé vừa vui chơi vừa phát triển khả năng quan sát và kiên nhẫn.            Phát triển tư duy và hình thành nhận thức cho trẻ           Giúp trẻ rèn luyện khả năng tư duy, nuôi dưỡng trí tưởng tượng và sáng tạo qua việc lắp ráp các mảnh ghép thành một khối hoàn chỉnh, tạo nên những bức tranh mô tả cảnh quan và hoạt động từ cuộc sống thường ngày.                  Hướng dẫn sử dụng               Mở hộp và kiểm tra đầy đủ các mảnh ghép trong bộ lắp ráp.         Tham khảo hướng dẫn lắp ráp mà sản phẩm kèm theo.         Bắt đầu lắp ráp từ các mảnh ghép đơn giản, sau đó tiến dần đến các mảnh phức tạp.         Khuyến khích trẻ tự sáng tạo cách lắp ráp mới để phát triển tư duy sáng tạo.                     Hướng dẫn bảo quản               Giữ sản phẩm nơi khô ráo, sạch sẽ, tránh ẩm ướt.         Không để sản phẩm gần các vật sắc nhọn hoặc nhiệt độ cao.         Vệ sinh sản phẩm bằng khăn ẩm để giữ sạch sẽ, không sử dụng hóa chất tẩy rửa mạnh.                     Lưu ý               Sản phẩm không thích hợp cho trẻ dưới 3 tuổi do có những mảnh ghép nhỏ.         Cha mẹ nên tham gia cùng trẻ trong quá trình lắp ráp để tăng tương tác và giám sát an toàn.         Thường xuyên kiểm tra chất lượng sản phẩm để phát hiện kịp thời các dấu hiệu hư hỏng.                     Thành phần               Nhựa cao cấp"
45840,0007010000683,83000.0000,1,Babycare,35,"Bình sữa, phụ kiện",49,Phụ kiện bình sữa,56,Phụ kiện Kuku,"Ty bình sữa dành cho bé yêu cần được thay mới thường xuyên, trung bình khoảng 2 tháng 1 lần. Ty được làm bằng chất liệu Silicone mềm với nhiều tính năng: chống rách vòng, tạo cảm giác êm ái cho nướu răng bé. Hệ thống thông hơi giúp trẻ ổn định lượng sữa khi bú và tránh nuốt phải không khí, gây đầy hơi khó chịu ở trẻ.",KUKU,Không xác định,1398814729,False,2014-04-29 23:38:49.097,2025-09-27 00:05:36.233000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,35258.4000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Ty thay siêu mềm bình sữa cổ rộng KU5276 size M         Thương hiệu: Kuku Duckbill         Kích cỡ: Size M         Đối tượng sử dụng: Dành cho trẻ từ 3 đến 6 tháng tuổi         Chất liệu: Silicone mềm         Số lượng: Vỉ 2 cái                        Ty thay siêu mềm bình sữa cổ rộng KU5276 size M là ty bình sữa dành cho trẻ từ 3 đến 6 tháng tuổi của thương hiệu Kuku Duckbill. Sản phẩm được thiết kế với độ mềm mại, chất liệu an toàn mang lại cảm giác dễ chịu cho bé khi bú, giúp bé cảm nhận như đang ti mẹ.                        Chống rách vòng + Tạo cảm giác êm ái cho nướu răng bé           Ty được làm từ chất liệu Silicone mềm mại, giúp chống rách vòng, tạo ra cảm giác êm ái cho nướu răng của bé khi bú. Điều này giúp bé thoải mái và dễ chịu hơn trong mỗi lần bú bình.            Hệ thống thông hơi + Tránh nuốt phải không khí           Hệ thống thông hơi giúp trẻ ổn định lượng sữa khi bú, tránh việc bé nuốt phải không khí, từ đó giảm thiểu tình trạng đầy hơi khó chịu.               Hướng dẫn sử dụng               Tiệt trùng hoặc luộc núm vú khoảng 3-5 phút trước mỗi lần sử dụng.         Các bình sữa có chất liệu nhựa chịu nhiệt PES, PPSU có thể tiệt trùng bằng lò vi sóng trong vòng 1 phút.         Thay núm ty cho bé mỗi 1 đến 2 tháng để đảm bảo bé không bị trào sữa do núm ty nhỏ hơn miệng bé.                     Hướng dẫn bảo quản               Giữ ty bình sữa ở nơi khô ráo và thoáng mát.         Tránh ánh nắng trực tiếp chiếu vào sản phẩm.         Không sử dụng các chất tẩy rửa mạnh để vệ sinh sản phẩm.                     Lưu ý               Thay núm ty đều đặn để đảm bảo an toàn cho bé.         Cần kiểm tra kỹ lưỡng sản phẩm trước mỗi lần sử dụng.                     Thành phần               Silicone cao cấp"
79090,0007390000008,445000.0000,1,Babycare,173,Đồ dùng vệ sinh,5946,Đồ dùng vệ sinh ngừng bán,5948,Thau tắm/ Lưới tắm ngừng bán,"Thau tắm Puku được được làm từ chất liệu nhựa PP, TPR cao cấp nên bố mẹ có thể yên tâm sử dụng cho bé. Thiết kế thau tiện lợi nhỏ nhắn cùng nút thoát nước mềm giúp mẹ thao tác nhanh hơn khi tắm cho bé, có chỗ để xà phòng tắm cho bé, hai bên thau có tay cầm chống trượt cho bé. ĐẶC ĐIỂM SẢN PHẨM Chất liệu nhựa cao cấp Sản phẩm được làm từ nhựa PP, TPR  cao cấp có độ bền cao và an toàn cho bé khi sử dụng. Do đó, bố mẹ có thể yên tâm khi cho con mình sử dụng sản phẩm. Thiết kế gọn gàng , họa tiết đáng yêu Thau tắm bé Puku có thiết kế gọn gàng, kèm theo nút thoát nước mềm giúp cho việc xả nước được thuận tiện hơn và dễ dàng hơn cho Bố Mẹ khi tắm bé. Bên cạnh đó, đáy thau còn được trang trí bằng họa tiết dễ thương chắc chắn sẽ làm bé thích thú hơn mỗi khi được mẹ tắm. THÔNG TIN SẢN PHẨM Tên sản phẩm: Thau tắm lớn Puku P17003-299 (viền màu xanh) Thương hiệu: Puku (Đài Loan) Xuất xứ: Đài Loan Thành phần : Nhựa PP, TPR Kích thước : 78 x 48 x 22 (cm) HƯỚNG DẪN SỬ DỤNG Dùng để tắm rửa, vệ sinh cho bé, phù hợp với các bé từ sơ sinh trở lên. Thau có nút thoát nước mềm cho việc xả nước được thuận tiện hơn. BẢO QUẢN SẢN PHẨM Vệ sinh sạch sẽ trước và sau khi sử dụng. Tránh ánh nắng trực tiếp và nguồn nhiệt",PUKU,Không xác định,1528105707,False,2018-06-04 09:48:27.157,2025-09-25 04:05:04.873000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,"Thau, ghế, nón tắm",60520.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Thau tắm lớn Puku P17003-299 (viền màu xanh)         Thương hiệu: Puku (Đài Loan)         Xuất xứ: Đài Loan         Thành phần: Nhựa PP, TPR         Kích thước: 78 x 48 x 22 (cm)                        **Thau tắm lớn Puku P17003-299 (viền màu xanh)** là thau tắm dành cho bé từ sơ sinh trở lên của thương hiệu Puku đến từ Đài Loan. Sản phẩm được làm từ chất liệu nhựa PP, TPR cao cấp, an toàn và tiện lợi khi tắm cho bé.                        Chất liệu nhựa cao cấp - Độ bền cao và an toàn cho bé            Sản phẩm được làm từ nhựa PP, TPR cao cấp có độ bền cao và an toàn cho bé khi sử dụng. Do đó, bố mẹ có thể yên tâm khi cho con mình sử dụng sản phẩm.               Thiết kế gọn gàng, họa tiết đáng yêu - Tiện lợi cho việc tắm bé            Thau tắm bé Puku có thiết kế gọn gàng, kèm theo nút thoát nước mềm giúp cho việc xả nước được thuận tiện hơn và dễ dàng hơn cho Bố Mẹ khi tắm bé. Bên cạnh đó, đáy thau còn được trang trí bằng họa tiết dễ thương chắc chắn sẽ làm bé thích thú hơn mỗi khi được mẹ tắm.               Hướng dẫn sử dụng               Dùng để tắm rửa, vệ sinh cho bé, phù hợp với các bé từ sơ sinh trở lên.         Utilize nút thoát nước mềm cho việc xả nước được thuận tiện hơn.                        Hướng dẫn bảo quản               Vệ sinh sạch sẽ trước và sau khi sử dụng.         Tránh ánh nắng trực tiếp và nguồn nhiệt.                        Thành phần               Nhựa PP         TPR                     Lưu ý               Không để sản phẩm nơi có hóa chất độc hại.         Tránh bị va đập mạnh."
71778,0012190160164,69000.0000,3292,Thời trang,3958,Cơ cấu hàng cũ,7007,"Thời trang bé trai, bé gái cũ",6988,Bộ quần áo bé trai,Không xác định,Con Cưng,Không xác định,1500978483,False,2017-07-25 10:28:03.797,2025-08-18 09:59:19.847000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Bé Trai,Không xác định,Bộ quần áo,0.0000,,Trắng,0-3M,Không xác định,Không xác định,Không xác định,0,Không xác định
68555,0031070000008,490000.0000,3960,Textile,5042,Cơ cấu hàng tồn,7251,Đồ dùng bé ngủ cũ,6594,Đồ dùng bé ngủ tồn cũ,Không xác định,Thái Toàn (Việt Nam),Không xác định,1488192362,False,2017-02-27 10:46:02.247,2025-09-27 00:05:36.233000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,"Nệm, màn chống muỗi",0.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Nệm lưới Thái Toàn SIÊU THOÁNG MÁT, AN TOÀN cho Bé Yêu         Loại sản phẩm: nệm lưới         Đối tượng sử dụng: trẻ sơ sinh và trẻ nhỏ         Thương hiệu: Thái Toàn         Nguồn gốc: đến từ Thái Lan                        Nệm lưới Thái Toàn SIÊU THOÁNG MÁT, AN TOÀN cho Bé Yêu là nệm lưới dành cho trẻ sơ sinh và trẻ nhỏ của thương hiệu Thái Toàn đến từ Thái Lan. Nệm lưới Thái Toàn với thiết kế thông minh mang lại cảm giác thoáng mát và an toàn cho giấc ngủ của bé.                        Nệm lưới Thái Toàn + Thiết kế SIÊU THOÁNG MÁT + Mang lại giấc ngủ ngon cho bé           Nệm lưới Thái Toàn với chất liệu đặc biệt tạo nên khả năng thoáng khí vượt trội. Điều này giúp bé yêu của bạn luôn cảm thấy dễ chịu trong suốt giấc ngủ, không lo ngáy, không lo nóng bức, mang lại giấc ngủ ngon và sâu hơn.            Nệm lưới Thái Toàn + AN TOÀN cho sức khỏe + Giúp mẹ yên tâm khi bé ngủ            Nệm lưới Thái Toàn được thiết kế không chứa hóa chất độc hại, đảm bảo an toàn cho làn da nhạy cảm của bé. Ngay cả khi bé đổ mồ hôi hay có va chạm nhẹ, nệm vẫn giữ được độ bền và an toàn, giúp mẹ yên tâm hơn khi bé yêu ngủ ngon lành.               Hướng dẫn chọn size               Chọn nệm phù hợp với kích thước giường của bé.         Đảm bảo nệm không quá lớn so với không gian ngủ của bé.                     Hướng dẫn sử dụng               Đặt nệm ở nơi bằng phẳng, không có vật cản.         Giữ nệm khô ráo, tránh để nệm tiếp xúc trực tiếp với nước.         Thường xuyên kiểm tra nệm để đảm bảo không có bụi bẩn hoặc nước ngấm vào.                     Hướng dẫn bảo quản               Lau sạch nệm bằng vải ẩm thường xuyên.         Tránh để nệm tiếp xúc với ánh nắng trực tiếp trong thời gian dài.         Không giặt nệm bằng máy, chỉ cần lau sạch.                     Lưu ý               Bé cần được nghỉ ngơi hợp lý trên nệm.         Nên sử dụng thêm ga trải giường để bảo vệ nệm.         Luôn giữ nệm khô ráo để tránh ẩm mốc.                     Thành phần               Vải lưới thoáng khí         Chất liệu bền bỉ         Không chứa hóa chất độc hại"
68579,0006040000143,99000.0000,1,Babycare,35,"Bình sữa, phụ kiện",5890,"Bình sữa, phụ kiện ngừng bán",5894,Bình sữa Kuku,"Bình sữa Kuku nhựa PES cổ thường 140ml (KU5850A, Hồng) là một trong những sản phẩm bình sữa cao cấp được nhiều Mẹ yêu thích. Sản phẩm được thiết kế đẹp với màu sắc và họa tiết bắt mắt in bằng mực không độc hại, an toàn cho bé khi sử dụng. HƯỚNG DẪN SỬ DỤNG: Dùng để chứa sữa cho bé bú. HƯỚNG DẪN BẢO QUẢN - Thực hiện đúng hướng dẫn vệ sinh, tiệt khuẩn. Việc sử dụng bình bú có thể làmcho trẻ bỏ bú mẹ và có nguy cơ tiêu chảy. Trước khi cho bé sử dụng rút cây thông ống trong ống hút ra. - Sử dụng vú ngậm nhân tạo ảnh hưởng không tốt tới việc nuôi trẻ bằng sữa mẹ. THÔNG TIN SẢN PHẨM Tên sản phẩm: Bình sữa Kuku nhựa PES cổ thường 140ml (KU5850A, Hồng) Xuất xứ: TAIWAN Nhà sản xuất:Jini Baby International Co., ltd.ĐC :27 Jia Dong , Chang Hua, Taiwan Chất liệu sản phẩm: - Phần tiếp xúc với thực phẩm: Thân bình bằng nhựa PES (Polyether Sulfone), núm vú bằng silicone. - Phần không tiếp xúc thực phẩm: Nắp bằng nhựa PP",KUKU,Không xác định,1488288097,False,2017-02-28 13:21:37.700,2025-09-27 00:05:36.233000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Bình sữa,5148.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Bình sữa Kuku nhựa PES cổ thường 140ml (KU5850A, Hồng)         Xuất xứ: TAIWAN         Nhà sản xuất: Jini Baby International Co., ltd. ĐC: 27 Jia Dong, Chang Hua, Taiwan         Chất liệu sản phẩm:                     Phần tiếp xúc với thực phẩm: Thân bình bằng nhựa PES (Polyether Sulfone), núm vú bằng silicone.            Phần không tiếp xúc thực phẩm: Nắp bằng nhựa PP.                                 Bình sữa Kuku nhựa PES cổ thường 140ml (KU5850A, Hồng) là bình sữa dành cho bé sơ sinh của thương hiệu Kuku đến từ Đài Loan. Sản phẩm nổi bật với thiết kế an toàn và dễ sử dụng cho bé.                     Bình sữa an toàn với chất liệu PES            Bình được sản xuất từ nhựa PES, một chất liệu cao cấp không chứa BPA, đảm bảo an toàn cho sức khỏe của bé khi sử dụng.            Thiết kế cổ thường thuận tiện cho việc bú            Với thiết kế cổ thường, bình dễ dàng cho bé bú và giúp mẹ thuận tiện hơn trong việc hỗ trợ bé ăn uống.               Hướng dẫn sử dụng               Dùng để chứa sữa cho bé bú.                  Hướng dẫn bảo quản               Thực hiện đúng hướng dẫn vệ sinh, tiệt khuẩn. Việc sử dụng bình bú có thể làm cho trẻ bỏ bú mẹ và có nguy cơ tiêu chảy. Trước khi cho bé sử dụng, rút cây thông ống trong ống hút ra.         Sử dụng vú ngậm nhân tạo ảnh hưởng không tốt tới việc nuôi trẻ bằng sữa mẹ.                     Lưu ý               Không bọc sản phẩm khi tiệt khuẩn, điều này có thể ảnh hưởng đến tuổi thọ của bình.         Luôn kiểm tra tình trạng của bình trước khi sử dụng để đảm bảo không có vết nứt hay hư hỏng nào.                  Thành phần               Thân bình nhựa PES (Polyether Sulfone)         Núm vú silicone         Nắp nhựa PP"
95497,3334016730001,69000.0000,3292,Thời trang,3958,Cơ cấu hàng cũ,7007,"Thời trang bé trai, bé gái cũ",6987,Bộ quần áo bé gái,Không xác định,CF (ConCung Fashion),Không xác định,1598276815,False,2020-08-24 13:46:55.867,2025-08-18 09:59:19.847000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Bé Gái,18M-24M,Bộ quần áo,0.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,Không xác định
57448,0007030160027,39000.0000,1,Babycare,62,Đồ dùng ăn uống,71,Bình tập uống,5936,Bình tập uống ngừng bán,Không xác định,Superware,Không xác định,1439836655,False,2015-08-17 18:37:35.133,2025-08-18 09:59:19.847000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,0.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Ly có nắp Superware họa tiết gấu CL 342-3.5         Chất liệu: Melamine cao cấp, an toàn, độ bền cao.         Kích thước: Đường kính: 8cm, chiều cao: 8.5cm.         Khả năng chịu nhiệt: -20°C - 120°C.         Xuất xứ: Là sản phẩm của thương hiệu Superware Thái Lan, sản xuất tại Việt Nam.                        **Ly có nắp Superware họa tiết gấu CL 342-3.5** là ly uống nước dành cho trẻ em của thương hiệu Superware sản xuất tại Việt Nam. Sản phẩm này được làm từ chất liệu Melamine cao cấp, hoàn toàn an toàn khi tiếp xúc với thực phẩm và không bị phai màu theo thời gian.                        **Thiết kế nhỏ gọn và tiện lợi**           Ly có thiết kế nhỏ gọn, dễ dàng cho bé cầm nắm và sử dụng, cùng với nắp đậy giúp bảo quản đồ uống lâu hơn và tránh tình trạng bị bỏng khi sử dụng với các đồ uống có nhiệt độ cao.            **Chất liệu an toàn cho sức khỏe**           Made from high-quality Melamine, the Superware cup ensures that it does not leach any harmful substances into food and beverages, providing peace of mind to parents regarding their children's safety.                  Hướng dẫn sử dụng               Rửa sạch ly trước khi sử dụng lần đầu tiên.         Cho đồ uống vào ly, không vượt quá hầu hết thể tích.         Tuyệt đối không sử dụng ly với nước sôi để khử trùng quá 3 phút.         Sử dụng cho trẻ uống nước, sinh tố hoặc nước ép trái cây.                     Hướng dẫn bảo quản               Không để ly gần lửa.         Để ly nơi khô ráo, thoáng mát.         Thay ly mới khi có dấu hiệu rạn nứt hoặc biến dạng.                     Lưu ý               Không dùng ly vào mục đích nấu nướng.         Mặc dù được làm từ chất liệu an toàn, nhưng vẫn nên kiểm tra trước khi cho bé sử dụng.                        Thành phần               Melamine cao cấp         Họa tiết in trên ly"
47426,0008170000010,69000.0000,351,Đồ chơi & Sách,2033,0-1Y,5840,Phát triển giác quan,5842,Thú bông cầm tay,"Đặc điểm: - Đồ chơi bông, hình khối vuông Winnie vô cùng dễ thương. - Đồ chơi bông, hình khối vuông Winnie được làm từ 100% bông PP, loại bông sạch đảm bảo an toàn sức khỏe và thân thiện với môi trường. - Đồ chơi bông, hình khối vuông Winnie dễ thương có nhiều công dụng hữu ích: cho bé cầm chơi, treo nôi... - Bạn có thể dùng để trang trí không gian phòng ngủ cho bé. - Kích thước: 12x12cm - Chất liệu: 100% bông PP Công dụng: Dùng cho bé chơi đùa. Cần thiết cho việc phát triển kỹ năng theo dõi, quan sát, nhìn, cầm nắm và ném đồ vật của trẻ. Xuất xứ: Thái Lan",Winnie Care (Thái Lan),Không xác định,1403111348,False,2014-06-18 17:09:08.213,2025-09-27 00:05:36.233000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,0.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,Không xác định
60993,0007131040020,195000.0000,1,Babycare,173,Đồ dùng vệ sinh,5946,Đồ dùng vệ sinh ngừng bán,5948,Thau tắm/ Lưới tắm ngừng bán,Không xác định,PUKU,Không xác định,1456829266,False,2016-03-01 10:47:46.660,2025-08-18 09:59:19.847000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,26520.0000,,Xanh,Không xác định,Không xác định,Không xác định,Không xác định,0,Không xác định
